id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
177,Listing 177,4510,Host 177,Eixample,Sants,41.37284547413313,2.187363398731087,Private room,208,11,22,2026-02-02,0.8859625050559555,4,178
178,Listing 178,1202,Host 178,Eixample,Sant Pere,41.44963339160568,2.21221097691443,Private room,223,3,145,2025-06-17,1.4713336831855717,9,275
179,Listing 179,5218,Host 179,Eixample,Barri Gòtic,41.44747931621468,2.221765468213521,Entire home/apt,291,10,61,2025-10-29,0.5739846362564005,6,111
180,Listing 180,9958,Host 180,Eixample,Poble Sec,41.41503256863469,2.1984717910997253,Entire home/apt,331,2,112,2025-06-02,4.707664551422205,3,223
181,Listing 181,5389,Host 181,Sants-Montjuïc,Sant Pere,41.36995424509291,2.11921436195493,Entire home/apt,290,9,127,2025-08-07,3.9210308718263343,5,213
182,Listing 182,3327,Host 182,Sants-Montjuïc,El Raval,41.41802282424313,2.150740125899175,Entire home/apt,419,3,61,2026-03-27,2.3119558845627037,5,58
183,Listing 183,9004,Host 183,Eixample,La Barceloneta,41.35721984089792,2.2392125460489076,Entire home/apt,54,2,37,,4.3248130255760096,5,326
184,Listing 184,3931,Host 184,Gràcia,Sants,41.35306525022058,2.133692341776578,Entire home/apt,133,12,194,2025-12-02,1.2472910214661614,8,108
185,Listing 185,8777,Host 185,Ciutat Vella,Barri Gòtic,41.37576828885112,2.155825053575627,Private room,357,8,165,,3.5856028423609674,9,156
186,Listing 186,1197,Host 186,Ciutat Vella,Sants,41.396262295673935,2.1648115324416293,Entire home/apt,410,10,194,2026-02-15,4.280662495068717,9,190
187,Listing 187,8125,Host 187,Gràcia,El Raval,41.436827250540844,2.1659107484541678,Entire home/apt,297,6,60,2025-12-09,1.783843558116363,6,199
188,Listing 188,2930,Host 188,Eixample,Sants,41.42271690697663,2.191940937374179,Entire home/apt,103,6,128,,3.7873222272535885,6,311
189,Listing 189,7287,Host 189,Sants-Montjuïc,Barri Gòtic,41.42427065212,2.2414613756617063,Shared room,210,10,172,2025-04-26,1.4753617463215467,9,195
190,Listing 190,9800,Host 190,Ciutat Vella,El Raval,41.39254933344481,2.136103906774876,Private room,483,11,155,2026-04-18,1.494285676295154,4,34
191,Listing 191,5282,Host 191,Horta-Guinardó,Sants,41.3845934992547,2.1182252064451377,Private room,471,7,148,,0.5352858927709303,6,245
192,Listing 192,3511,Host 192,Horta-Guinardó,La Barceloneta,41.38710387629846,2.1296205734789906,Entire home/apt,460,7,121,2025-05-04,2.2002902325469935,4,236
193,Listing 193,1659,Host 193,Gràcia,Poble Sec,41.44876495637361,2.2330387350313905,Entire home/apt,275,11,109,2025-07-17,3.648559532487111,1,103
194,Listing 194,3811,Host 194,Eixample,El Raval,41.35401091914125,2.196871621898281,Entire home/apt,64,13,12,,4.701104027856425,7,6
195,Listing 195,8098,Host 195,Ciutat Vella,Poble Sec,41.43670314961225,2.142886018385874,Private room,273,6,154,2025-07-14,3.0189849596454805,6,282
196,Listing 196,7546,Host 196,Eixample,El Raval,41.40786754085724,2.2223920408452926,Shared room,110,4,99,,4.315677688678695,9,0
197,Listing 197,2986,Host 197,Ciutat Vella,La Barceloneta,41.39386154191896,2.2292054994545154,Private room,171,11,134,,4.1124732464511355,7,218
198,Listing 198,9338,Host 198,Gràcia,Poble Sec,41.42252576604152,2.226977150803542,Private room,326,9,21,2026-04-02,0.8667152648764043,7,229
199,Listing 199,3911,Host 199,Gràcia,Sant Pere,41.39866689414247,2.2378389800459333,Private room,95,6,73,2026-01-05,2.4290871445631574,2,171
200,Listing 200,2734,Host 200,Horta-Guinardó,Barri Gòtic,41.43734232380817,2.1378361530260044,Entire home/apt,439,4,180,2025-05-16,0.5846176776269574,9,86
201,Listing 201,2843,Host 201,Eixample,Sant Pere,41.44007018640113,2.213256289311942,Shared room,343,12,131,,3.4107658078081746,9,40
202,Listing 202,9680,Host 202,Horta-Guinardó,Sants,41.392172092687346,2.169080924591121,Entire home/apt,111,3,22,2025-09-26,4.74949834123038,6,122
203,Listing 203,3976,Host 203,Eixample,La Barceloneta,41.37768277972351,2.226299782933509,Entire home/apt,135,4,118,2026-02-02,0.6854472903937825,3,330
204,Listing 204,2959,Host 204,Horta-Guinardó,Sant Pere,41.409235032859335,2.209273601574242,Entire home/apt,495,3,69,2025-12-22,3.6694156540127065,1,297
205,Listing 205,6759,Host 205,Sants-Montjuïc,El Raval,41.44123633456167,2.216467116974959,Entire home/apt,259,2,83,2026-01-22,3.1611907543393047,4,177
206,Listing 206,7694,Host 206,Sants-Montjuïc,Sants,41.371066218900566,2.198424275652161,Entire home/apt,127,5,100,2026-04-10,2.9180251850404986,3,62
207,Listing 207,3385,Host 207,Sants-Montjuïc,Sants,41.412296658356354,2.126614315420456,Entire home/apt,251,2,83,,1.9506011734416961,1,164
208,Listing 208,5736,Host 208,Sants-Montjuïc,Sant Pere,41.413156022009254,2.1817540378345406,Entire home/apt,351,6,160,2025-09-24,1.7756582387690627,3,186
209,Listing 209,2802,Host 209,Ciutat Vella,Sant Pere,41.42331130224153,2.247700460928676,Entire home/apt,446,3,27,2025-12-16,0.2262459450944393,4,208
210,Listing 210,9155,Host 210,Sants-Montjuïc,La Barceloneta,41.36315676851273,2.240608209974568,Entire home/apt,272,6,135,2025-04-28,1.0895435412600674,8,226
211,Listing 211,9120,Host 211,Gràcia,Barri Gòtic,41.42158249646821,2.106476060369552,Entire home/apt,271,11,0,,0.07588441143413449,9,47
212,Listing 212,7616,Host 212,Gràcia,Sant Pere,41.44090325206657,2.1247222223594155,Entire home/apt,52,10,164,2025-08-25,2.9070855279101027,3,223
213,Listing 213,6534,Host 213,Ciutat Vella,Sant Pere,41.36796831088703,2.1197593160181842,Entire home/apt,55,9,62,2025-08-30,0.5292661793895442,6,2
214,Listing 214,5061,Host 214,Sants-Montjuïc,Poble Sec,41.37375433249239,2.2088969864977943,Private room,142,1,21,2025-12-27,4.3650969701485804,5,174
215,Listing 215,1262,Host 215,Sants-Montjuïc,El Raval,41.44713950940417,2.222667799478542,Private room,57,6,69,2025-05-20,2.615715103485826,6,98
216,Listing 216,7287,Host 216,Sants-Montjuïc,Poble Sec,41.36809769527095,2.132026704946601,Private room,477,9,124,,3.4984495452935422,4,115
217,Listing 217,9815,Host 217,Horta-Guinardó,Poble Sec,41.43543850933696,2.1758779039427742,Private room,284,11,148,2026-03-18,2.0542854592024824,6,269
218,Listing 218,3049,Host 218,Eixample,Sants,41.399227785644804,2.22610545420168,Entire home/apt,157,4,95,2025-12-01,2.802899045005243,7,252
219,Listing 219,6423,Host 219,Horta-Guinardó,Barri Gòtic,41.37472310744032,2.209920231714938,Private room,210,11,162,2025-08-05,4.713295884833152,9,316
220,Listing 220,5548,Host 220,Eixample,El Raval,41.43707499012725,2.1813355808237773,Entire home/apt,258,12,78,2025-07-22,0.4136701981183538,7,94
221,Listing 221,4108,Host 221,Sants-Montjuïc,La Barceloneta,41.394530525500265,2.188552153568816,Entire home/apt,289,2,4,2026-04-08,1.2696888596184808,6,272
222,Listing 222,8158,Host 222,Sants-Montjuïc,La Barceloneta,41.40148173539297,2.176254082037442,Private room,380,13,59,,3.8999416345527216,1,23
223,Listing 223,8400,Host 223,Horta-Guinardó,Sant Pere,41.38592333693998,2.144632267697823,Entire home/apt,382,4,119,2026-01-21,0.49368603441332926,2,115
224,Listing 224,4170,Host 224,Horta-Guinardó,Sant Pere,41.4092950851435,2.1847532989288525,Private room,99,1,45,2025-12-08,0.37830551952055425,1,150
225,Listing 225,3255,Host 225,Eixample,La Barceloneta,41.3663523872585,2.2033327953075137,Private room,60,3,177,,1.8077069937701928,9,337
226,Listing 226,2154,Host 226,Gràcia,Sant Pere,41.38910815366518,2.230998437379121,Private room,400,10,175,2025-10-28,0.46083979236216155,9,49
227,Listing 227,5499,Host 227,Eixample,Barri Gòtic,41.446941232233534,2.1954437030968874,Shared room,205,9,133,2025-11-13,2.9253922110310153,7,205
228,Listing 228,7295,Host 228,Horta-Guinardó,Poble Sec,41.37581334327012,2.214168230556474,Entire home/apt,119,10,55,2025-08-04,1.131376254082999,2,334
229,Listing 229,7197,Host 229,Horta-Guinardó,Sant Pere,41.41567366645413,2.124010745243186,Entire home/apt,218,5,109,,4.478489815996862,6,78
230,Listing 230,2648,Host 230,Ciutat Vella,Sants,41.38251900642247,2.1692336211629684,Entire home/apt,321,11,186,2026-01-15,3.9175004042262835,4,69
231,Listing 231,6539,Host 231,Horta-Guinardó,Sant Pere,41.42734731256866,2.1013997429740643,Entire home/apt,117,6,156,2025-04-25,3.4985260304973806,1,26
232,Listing 232,5199,Host 232,Ciutat Vella,El Raval,41.36308736607184,2.1370018296782436,Private room,404,3,198,2025-07-30,3.0847201369225097,1,270
233,Listing 233,9445,Host 233,Gràcia,Barri Gòtic,41.44698210450786,2.2089692572669506,Private room,301,5,103,2025-07-21,4.317328651707316,5,49
234,Listing 234,3557,Host 234,Eixample,El Raval,41.395378954138366,2.2487714927024047,Private room,97,11,76,2025-05-14,1.1153103077137843,2,291
235,Listing 235,6592,Host 235,Eixample,El Raval,41.373605046334646,2.1148767149380823,Entire home/apt,233,8,145,,4.365544213821138,4,246
236,Listing 236,1098,Host 236,Ciutat Vella,Sants,41.357349674733,2.160224147379193,Entire home/apt,369,6,1,2025-05-17,3.9474614921202615,1,263
237,Listing 237,3200,Host 237,Eixample,Barri Gòtic,41.366975790508754,2.220010645304874,Entire home/apt,236,4,7,2025-06-07,3.740804131938428,4,78
238,Listing 238,3961,Host 238,Horta-Guinardó,Barri Gòtic,41.40197739485561,2.130605345194335,Entire home/apt,139,2,74,2026-02-18,2.8062783903746205,6,189
239,Listing 239,5973,Host 239,Sants-Montjuïc,Barri Gòtic,41.38370031764313,2.183262742395343,Private room,495,9,181,2025-11-20,1.2312208048530005,4,46
240,Listing 240,5433,Host 240,Ciutat Vella,Barri Gòtic,41.43288833658826,2.2099606944044514,Entire home/apt,381,13,124,2025-05-16,2.1177395799594816,1,360
241,Listing 241,3869,Host 241,Eixample,Barri Gòtic,41.39308875236618,2.192397817539027,Entire home/apt,188,12,37,2025-09-28,3.967853272694008,7,353
242,Listing 242,1956,Host 242,Ciutat Vella,Sants,41.37487142725877,2.1282037101923126,Entire home/apt,406,1,175,2025-07-13,0.15889242178662222,2,351
243,Listing 243,9352,Host 243,Ciutat Vella,Sant Pere,41.4117144986604,2.153307685302861,Private room,138,1,26,,3.9102538463187915,9,188
244,Listing 244,6699,Host 244,Sants-Montjuïc,El Raval,41.42067772168855,2.2175687676728097,Private room,323,13,19,2025-10-10,1.2003537024378326,3,255
245,Listing 245,7944,Host 245,Horta-Guinardó,Barri Gòtic,41.366704190790095,2.1831339771198026,Entire home/apt,68,4,139,2026-01-23,0.7215460036080151,8,221
246,Listing 246,5493,Host 246,Ciutat Vella,Sant Pere,41.366761921628836,2.100784442031437,Entire home/apt,360,7,42,2025-11-19,0.5785065909015108,8,240
247,Listing 247,5911,Host 247,Eixample,Sant Pere,41.353667142693354,2.214148614004214,Entire home/apt,407,1,188,2026-04-22,0.13625005975407556,3,268
248,Listing 248,4987,Host 248,Gràcia,El Raval,41.423640201506565,2.105296703241036,Entire home/apt,423,9,30,2026-01-05,2.6179324261072647,4,0
249,Listing 249,7015,Host 249,Ciutat Vella,Sants,41.41638045276218,2.2118600674096847,Private room,203,4,90,2025-06-30,1.0912993634686474,2,33
250,Listing 250,2218,Host 250,Ciutat Vella,La Barceloneta,41.397463087574984,2.1303720840247857,Private room,439,3,60,2025-11-09,4.947158828898158,4,78
251,Listing 251,5496,Host 251,Sants-Montjuïc,La Barceloneta,41.434417044896925,2.243711022017907,Entire home/apt,309,1,194,2025-09-08,2.8721837793610288,9,235
252,Listing 252,5735,Host 252,Horta-Guinardó,Sant Pere,41.43056701529501,2.155191112695313,Entire home/apt,157,10,108,2025-08-04,0.6894263467800521,2,333
253,Listing 253,5555,Host 253,Gràcia,Poble Sec,41.40853543643968,2.1490397424507117,Shared room,420,4,90,2026-01-26,3.4438127040568265,3,348
254,Listing 254,9050,Host 254,Eixample,Poble Sec,41.43682712805133,2.122333207549867,Entire home/apt,334,9,162,2025-11-28,4.488717832548627,4,97
255,Listing 255,4446,Host 255,Gràcia,El Raval,41.37058412100368,2.1458406323235324,Private room,108,13,94,2025-06-02,3.725897476848072,5,81
256,Listing 256,2045,Host 256,Eixample,La Barceloneta,41.361191961939774,2.23149761427423,Entire home/apt,174,10,142,2026-03-06,0.3821993051972383,1,191
257,Listing 257,7893,Host 257,Horta-Guinardó,Sant Pere,41.3769749611517,2.249450150644087,Entire home/apt,403,6,143,2025-12-23,4.4794209059632975,7,252
258,Listing 258,2693,Host 258,Eixample,Sants,41.35570868560893,2.155246429576027,Entire home/apt,322,6,12,2025-12-28,3.9696469292998238,7,37
259,Listing 259,4436,Host 259,Sants-Montjuïc,La Barceloneta,41.403116952800104,2.1672915946431814,Entire home/apt,156,1,112,2026-02-06,0.7915195005280717,9,13
260,Listing 260,9754,Host 260,Sants-Montjuïc,Sant Pere,41.4436605692295,2.2083106407304105,Shared room,348,10,34,,0.2589294436640843,4,346
261,Listing 261,6895,Host 261,Sants-Montjuïc,Sant Pere,41.35393435406685,2.232929367069761,Entire home/apt,294,2,186,2025-08-22,2.7865528765715424,6,309
262,Listing 262,4354,Host 262,Sants-Montjuïc,Barri Gòtic,41.36221099140101,2.1889566501280178,Entire home/apt,385,11,148,2026-03-16,0.7801790566998845,2,208
263,Listing 263,1225,Host 263,Gràcia,Sants,41.395219902828345,2.1587288547266743,Entire home/apt,499,6,181,2025-06-04,4.17295476297636,4,356
264,Listing 264,5893,Host 264,Horta-Guinardó,Barri Gòtic,41.443387501752795,2.1618932761272935,Entire home/apt,467,2,157,2025-05-01,1.7916732833583686,2,88
265,Listing 265,8022,Host 265,Eixample,El Raval,41.381615610497676,2.204342721974521,Entire home/apt,296,3,47,2025-09-30,4.564462223682877,5,55
266,Listing 266,6600,Host 266,Eixample,Barri Gòtic,41.40072348086884,2.100482739540642,Entire home/apt,57,4,34,2025-05-22,2.8284408607050286,7,93
267,Listing 267,8996,Host 267,Sants-Montjuïc,Barri Gòtic,41.35415728590504,2.192938400618976,Private room,190,11,85,2026-02-27,0.9133619211983407,1,92
268,Listing 268,8683,Host 268,Sants-Montjuïc,La Barceloneta,41.36483432009621,2.1533239515662035,Entire home/apt,411,5,165,2025-12-31,0.6979943367990005,7,339
269,Listing 269,5642,Host 269,Ciutat Vella,Poble Sec,41.44866301229589,2.2191295996915628,Entire home/apt,57,9,158,,2.8823621877887695,6,84
270,Listing 270,8679,Host 270,Horta-Guinardó,Sant Pere,41.44651186964361,2.11394859597347,Shared room,401,12,151,2025-07-31,3.8094180593122196,6,244
271,Listing 271,9208,Host 271,Gràcia,Sants,41.35049399809344,2.1882303400422587,Entire home/apt,143,4,113,2025-07-11,3.9075282387109107,8,21
272,Listing 272,8339,Host 272,Eixample,Barri Gòtic,41.44518117854233,2.1721459334829185,Shared room,370,13,176,2026-02-19,1.3787870222064065,8,290
273,Listing 273,3205,Host 273,Ciutat Vella,Sants,41.413911993781554,2.196348828885784,Entire home/apt,476,11,99,2025-08-28,1.0212337945608374,6,271
274,Listing 274,2069,Host 274,Ciutat Vella,Poble Sec,41.436791829452005,2.1097280391724453,Private room,88,9,159,2025-07-10,0.08378152246191206,3,305
275,Listing 275,4444,Host 275,Eixample,Poble Sec,41.395473985563385,2.1869975681142195,Private room,130,11,182,2025-09-08,3.395995756005847,5,121
276,Listing 276,2060,Host 276,Gràcia,Barri Gòtic,41.40155960285793,2.1842226881939286,Private room,236,10,185,2025-08-07,0.3828412921676949,2,127
277,Listing 277,3327,Host 277,Ciutat Vella,El Raval,41.39888465802569,2.1840990141624257,Shared room,133,3,98,2025-07-16,2.103806008829629,5,112
278,Listing 278,4420,Host 278,Ciutat Vella,Barri Gòtic,41.41668642575461,2.190523149989468,Entire home/apt,137,8,2,2026-01-31,3.0084108200914805,9,272
279,Listing 279,1301,Host 279,Horta-Guinardó,La Barceloneta,41.36396512547563,2.2014701905839544,Shared room,291,12,196,2025-08-22,4.685544724598385,1,335
280,Listing 280,1606,Host 280,Gràcia,Sant Pere,41.35299735898727,2.2207483499521157,Entire home/apt,391,1,84,2025-12-17,1.5590106847788432,5,129
281,Listing 281,4170,Host 281,Ciutat Vella,El Raval,41.38079299415912,2.1404731080192323,Entire home/apt,142,11,124,2025-12-02,1.248860812232599,6,131
282,Listing 282,1699,Host 282,Gràcia,Barri Gòtic,41.420468076273664,2.2237574115270093,Entire home/apt,135,9,137,2025-07-30,3.2708007714304923,7,84
283,Listing 283,6088,Host 283,Eixample,Sants,41.3701853452123,2.174738352339518,Entire home/apt,93,9,82,2025-12-21,3.096195160267908,9,349
284,Listing 284,1190,Host 284,Sants-Montjuïc,El Raval,41.417343243332496,2.11155874187015,Entire home/apt,186,10,24,2026-03-14,1.6605489165406229,6,80
285,Listing 285,1980,Host 285,Ciutat Vella,El Raval,41.44699120461073,2.108782639386597,Entire home/apt,470,2,67,2025-12-23,4.640509177548933,5,324
286,Listing 286,3975,Host 286,Horta-Guinardó,Barri Gòtic,41.35939007157894,2.150135747804409,Entire home/apt,123,4,60,2025-11-10,4.224311637448164,7,68
287,Listing 287,7102,Host 287,Eixample,El Raval,41.417260211822516,2.21773454656672,Private room,85,13,28,2026-03-12,1.1199127293254056,1,147
288,Listing 288,2184,Host 288,Gràcia,Sants,41.39437502193046,2.2061521402111373,Private room,150,8,126,,1.1957127271726158,5,15
289,Listing 289,4327,Host 289,Eixample,Poble Sec,41.43681422543775,2.218292244700861,Entire home/apt,205,7,18,2025-05-02,2.561501734435403,2,306
290,Listing 290,4394,Host 290,Ciutat Vella,El Raval,41.36771497894474,2.1775903584662415,Entire home/apt,475,1,170,,3.8678605086536018,4,104
291,Listing 291,9319,Host 291,Gràcia,Poble Sec,41.41926259522262,2.1660298496933237,Entire home/apt,304,5,193,2025-09-22,0.22020189694232195,7,164
292,Listing 292,2816,Host 292,Sants-Montjuïc,Sants,41.43381152896481,2.1221178790059425,Entire home/apt,220,7,73,2025-07-19,3.466675768673533,5,200
293,Listing 293,6854,Host 293,Eixample,Barri Gòtic,41.4444614219474,2.1492289130413966,Entire home/apt,265,4,60,2026-03-22,3.241179486910485,6,196
294,Listing 294,7709,Host 294,Ciutat Vella,Sant Pere,41.41832480282897,2.1651029049260813,Entire home/apt,219,1,170,2025-09-19,1.157400479564941,2,184
295,Listing 295,1569,Host 295,Horta-Guinardó,El Raval,41.399717476400845,2.1132900644519426,Entire home/apt,301,9,152,2025-06-27,3.406765066206744,3,321
296,Listing 296,6442,Host 296,Gràcia,Sant Pere,41.41178472402012,2.133091792906682,Shared room,409,5,19,2026-04-12,4.700915956260413,7,264
297,Listing 297,2895,Host 297,Eixample,Sants,41.43689049844787,2.1897337941095607,Entire home/apt,371,11,47,2025-07-02,0.2339292248588426,2,362
298,Listing 298,3733,Host 298,Eixample,El Raval,41.407060974663885,2.2103494671358783,Entire home/apt,104,2,86,2026-04-19,1.5982602764603127,6,99
299,Listing 299,4863,Host 299,Sants-Montjuïc,Poble Sec,41.35303870596969,2.2497521267089424,Entire home/apt,481,8,151,2025-11-21,2.190883583331776,5,341
300,Listing 300,8455,Host 300,Sants-Montjuïc,La Barceloneta,41.4430948695507,2.2399669997015335,Entire home/apt,140,11,138,2025-09-20,4.496301794623448,1,319
301,Listing 301,5014,Host 301,Horta-Guinardó,Sant Pere,41.41895267510316,2.1963847799302787,Entire home/apt,327,13,109,2025-07-17,4.811307233045784,4,213
302,Listing 302,2686,Host 302,Horta-Guinardó,El Raval,41.41765133857773,2.163187207994111,Private room,150,2,182,2025-12-31,2.2205762324816614,2,277
303,Listing 303,4009,Host 303,Ciutat Vella,Sant Pere,41.371567515239775,2.1954266047062347,Entire home/apt,204,3,27,2025-12-04,3.7501420607109557,4,161
304,Listing 304,8806,Host 304,Ciutat Vella,El Raval,41.415888547023265,2.217847742712035,Entire home/apt,426,10,196,2026-04-08,2.658305118822415,1,156
305,Listing 305,1154,Host 305,Horta-Guinardó,Barri Gòtic,41.38938644056542,2.1177504286385083,Shared room,398,1,190,2025-05-15,2.6889146737068828,2,250
306,Listing 306,2409,Host 306,Horta-Guinardó,Poble Sec,41.41512329770415,2.1614857334544433,Private room,413,11,58,2025-09-27,1.390497575331782,8,96
307,Listing 307,1784,Host 307,Gràcia,Sant Pere,41.3606593030308,2.2259703428453426,Private room,190,2,132,2025-08-26,1.0847812293193977,6,17
308,Listing 308,9096,Host 308,Sants-Montjuïc,La Barceloneta,41.41578453046031,2.1575749427899567,Entire home/apt,222,7,50,2025-06-08,1.4400267296202056,2,326
309,Listing 309,8560,Host 309,Ciutat Vella,La Barceloneta,41.44994137257707,2.185780840684078,Private room,59,10,148,2025-10-03,2.7816400362853964,6,96
310,Listing 310,8343,Host 310,Sants-Montjuïc,Sants,41.354821203886054,2.1881654041293297,Entire home/apt,277,2,11,2025-05-18,0.14577593011044498,9,0
311,Listing 311,8206,Host 311,Sants-Montjuïc,El Raval,41.44771741842214,2.127671437970046,Entire home/apt,314,6,49,,4.536244721782029,7,215
312,Listing 312,6596,Host 312,Horta-Guinardó,Sant Pere,41.39069079607229,2.154335316247843,Entire home/apt,487,3,131,2026-02-12,0.7814185477488811,9,131
313,Listing 313,6801,Host 313,Gràcia,Sants,41.437075345033726,2.15017669331129,Entire home/apt,297,4,112,2026-01-19,1.1004433843569328,5,259
314,Listing 314,3806,Host 314,Eixample,Sant Pere,41.42823854840583,2.10392950627981,Entire home/apt,296,11,169,,2.591380882238232,7,124
315,Listing 315,1537,Host 315,Gràcia,El Raval,41.406701626098666,2.1036287645837035,Entire home/apt,204,13,165,2026-01-04,3.5505738316863966,7,81
316,Listing 316,6986,Host 316,Gràcia,La Barceloneta,41.423844920925134,2.2247545565513662,Shared room,83,8,152,2025-11-01,0.4786452737219865,3,282
317,Listing 317,2841,Host 317,Sants-Montjuïc,Barri Gòtic,41.437851556130134,2.140960621495922,Shared room,178,3,13,2025-10-10,1.5884734877358109,7,170
318,Listing 318,9716,Host 318,Gràcia,La Barceloneta,41.390414032165104,2.1777118149358223,Private room,209,10,31,2025-09-19,4.8433730278717855,1,58
319,Listing 319,7971,Host 319,Ciutat Vella,Sants,41.382703316156324,2.144808836038316,Entire home/apt,138,6,138,2026-03-12,1.3117148339047286,9,31
320,Listing 320,6625,Host 320,Sants-Montjuïc,Poble Sec,41.41675933855636,2.241101886767301,Private room,142,1,188,2025-07-20,1.5652507253157344,6,160
321,Listing 321,3950,Host 321,Ciutat Vella,Barri Gòtic,41.43078459419413,2.1388945138298663,Entire home/apt,376,7,145,,4.182492453090168,5,283
322,Listing 322,8992,Host 322,Eixample,Sants,41.42622851347767,2.1644485219108405,Private room,290,8,154,2025-12-29,0.25107215845227626,7,105
323,Listing 323,5780,Host 323,Sants-Montjuïc,El Raval,41.42978136488587,2.2309095375726904,Entire home/apt,372,11,54,2025-05-24,2.323065844044854,5,104
324,Listing 324,3368,Host 324,Eixample,Barri Gòtic,41.393558331481294,2.2262900350187715,Private room,453,8,181,,1.8980838222583514,5,227
325,Listing 325,7655,Host 325,Sants-Montjuïc,Sants,41.4317834216175,2.1279152126769416,Entire home/apt,166,3,119,,1.5829337995432557,7,187
326,Listing 326,9173,Host 326,Horta-Guinardó,El Raval,41.362020905537065,2.2203964964693568,Private room,143,10,74,2026-04-12,1.4284979702238227,7,69
327,Listing 327,5495,Host 327,Gràcia,La Barceloneta,41.40444890979609,2.1687280330106837,Shared room,212,1,20,2025-12-21,0.456870524302046,3,317
328,Listing 328,7002,Host 328,Horta-Guinardó,Poble Sec,41.350575866049816,2.1724453308128036,Entire home/apt,148,9,171,,1.5741291467582441,3,289
329,Listing 329,7614,Host 329,Eixample,El Raval,41.382458582990026,2.1200219958623916,Entire home/apt,162,13,132,2025-07-08,0.21526201357834285,3,86
330,Listing 330,6919,Host 330,Gràcia,Sant Pere,41.38664615348714,2.1120902270635686,Shared room,408,6,86,2025-08-27,3.9048193182221764,6,361
331,Listing 331,1853,Host 331,Sants-Montjuïc,El Raval,41.38961726916093,2.209190896046065,Entire home/apt,140,11,168,2025-10-16,1.9911389697900583,6,55
332,Listing 332,5146,Host 332,Gràcia,El Raval,41.41954672066899,2.174469172853295,Private room,395,9,58,,2.2195191615995578,3,112
333,Listing 333,4769,Host 333,Ciutat Vella,Poble Sec,41.38885581012703,2.165527605392277,Entire home/apt,255,7,88,2026-02-23,4.467972932250658,3,12
334,Listing 334,1574,Host 334,Gràcia,Sant Pere,41.394869362262256,2.2094262342978594,Entire home/apt,66,1,181,2026-01-29,3.290274919306104,8,17
335,Listing 335,2148,Host 335,Ciutat Vella,Sants,41.37375441308743,2.2148269348486664,Entire home/apt,323,12,149,2026-02-26,0.040295516710598944,8,181
336,Listing 336,7293,Host 336,Gràcia,Sants,41.387325179162936,2.123836225150403,Entire home/apt,222,12,82,2025-11-14,4.715874114806425,7,112
337,Listing 337,7457,Host 337,Ciutat Vella,El Raval,41.37272696272632,2.1915337724216464,Private room,165,1,64,2025-10-12,1.1857223298885562,4,228
338,Listing 338,8509,Host 338,Eixample,Sant Pere,41.35731959237685,2.1203031123416527,Entire home/apt,398,6,63,2026-01-11,0.5380709237992942,4,170
339,Listing 339,5777,Host 339,Horta-Guinardó,Sant Pere,41.41034485933814,2.212706262904357,Entire home/apt,230,5,70,,3.8406408919044113,3,294
340,Listing 340,4854,Host 340,Sants-Montjuïc,Poble Sec,41.416821279855505,2.198543273440071,Entire home/apt,140,9,3,2025-06-05,2.502386579333591,5,188
341,Listing 341,3491,Host 341,Gràcia,La Barceloneta,41.411949034600966,2.2434921931625187,Entire home/apt,131,2,192,2025-05-01,2.1688528300900876,3,78
342,Listing 342,4124,Host 342,Horta-Guinardó,Sants,41.39634940438006,2.1103437024534633,Private room,373,8,142,2025-05-07,1.2475153984137088,8,145
343,Listing 343,6691,Host 343,Sants-Montjuïc,Poble Sec,41.38797857801792,2.1085582081726884,Shared room,498,11,103,2026-02-20,2.737357449311593,7,181
344,Listing 344,4051,Host 344,Sants-Montjuïc,Barri Gòtic,41.436333364957186,2.14232806120398,Entire home/apt,163,5,149,2025-07-07,1.3719230260129374,3,285
345,Listing 345,1004,Host 345,Ciutat Vella,Sants,41.40190817851362,2.1392558525603858,Private room,306,2,174,2025-10-27,4.507915026435338,9,249
346,Listing 346,6222,Host 346,Eixample,Poble Sec,41.397918187762976,2.1370468198608,Private room,107,13,92,2025-05-19,1.0760223986659638,5,353
347,Listing 347,6315,Host 347,Eixample,Sants,41.352564206580645,2.2359381870781556,Entire home/apt,203,10,173,2025-08-06,4.4217757522787675,9,313
348,Listing 348,5869,Host 348,Horta-Guinardó,La Barceloneta,41.38412478276262,2.137431929977426,Shared room,414,11,141,2026-04-16,2.7970271286367847,7,195
349,Listing 349,1876,Host 349,Eixample,Barri Gòtic,41.388019561878586,2.140792458919295,Entire home/apt,453,11,177,2025-08-15,4.142440669476205,7,322
350,Listing 350,8027,Host 350,Gràcia,La Barceloneta,41.389882278089694,2.2139097393626948,Entire home/apt,165,12,147,,3.564229979304775,6,70
351,Listing 351,5142,Host 351,Eixample,Barri Gòtic,41.40801723692274,2.167460976367581,Private room,392,6,177,2025-06-01,3.483475557183743,2,247
352,Listing 352,7966,Host 352,Horta-Guinardó,El Raval,41.40336025467269,2.216506583543277,Entire home/apt,315,10,111,2025-08-30,1.6217290384752787,9,145
353,Listing 353,8079,Host 353,Eixample,Poble Sec,41.410790509279344,2.1098049236346577,Private room,364,8,160,2025-09-12,1.1694846573610174,6,105
