id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,listing_id_x,avg_price,price_std,availability_rate,listing_id_y,review_count,avg_sentiment,room_type_encoded,neighbourhood_group_encoded
112,Listing 112,6977,Host 112,Eixample,Sants,41.39799388347171,2.171402719405315,Private room,160,12,129,2025-09-26,0.9456955001149232,4,81,112,160.17512328767123,18.412955851391924,0.6958904109589041,112.0,4.0,1.0,1,1
113,Listing 113,8721,Host 113,Sants-Montjuïc,La Barceloneta,41.41000205481193,2.1563832427718657,Entire home/apt,356,5,61,2000-01-01,4.611837423350514,7,74,113,356.31,41.34063493348035,0.6821917808219178,,0.0,0.0,0,4
114,Listing 114,8035,Host 114,Horta-Guinardó,Sant Pere,41.379166257870935,2.159171441785505,Entire home/apt,209,11,48,2000-01-01,3.47812326177029,7,339,114,208.2509589041096,24.272086960058846,0.7424657534246575,114.0,8.0,0.375,0,3
115,Listing 115,2484,Host 115,Horta-Guinardó,El Raval,41.41949818861266,2.168917015260898,Entire home/apt,380,5,136,2025-09-18,3.053853653425193,6,191,115,379.7185205479452,43.896606141844735,0.6986301369863014,115.0,3.0,-0.3333333333333333,0,3
116,Listing 116,8858,Host 116,Ciutat Vella,El Raval,41.43601223971892,2.2177524815755585,Entire home/apt,313,11,91,2026-03-26,0.9992063564096976,8,324,116,314.7644383561644,33.85616480173206,0.6684931506849315,116.0,3.0,0.6666666666666666,0,0
117,Listing 117,1863,Host 117,Ciutat Vella,Sant Pere,41.42798509888934,2.233812703341035,Entire home/apt,274,12,158,2025-05-27,0.2776251640457527,6,213,117,271.814,31.719400776250403,0.7150684931506849,117.0,8.0,0.125,0,0
118,Listing 118,3790,Host 118,Eixample,La Barceloneta,41.35396188253484,2.2433002029755893,Private room,266,1,123,2000-01-01,2.8423244925396998,3,314,118,262.62934246575344,29.773895484362043,0.6986301369863014,118.0,3.0,1.0,1,1
119,Listing 119,8408,Host 119,Ciutat Vella,La Barceloneta,41.39805069472578,2.218035507938294,Shared room,94,6,60,2025-10-31,3.257578416644462,4,317,119,94.50589041095891,10.538296387803301,0.7506849315068493,119.0,3.0,1.0,2,0
120,Listing 120,9755,Host 120,Sants-Montjuïc,Sants,41.36049301784182,2.147311034362202,Private room,263,1,47,2026-02-26,1.0539072467734412,3,143,120,262.4450410958904,30.943442768084385,0.684931506849315,120.0,5.0,1.0,1,4
121,Listing 121,6116,Host 121,Horta-Guinardó,Sants,41.374204501586256,2.2032202059129813,Private room,108,5,152,2026-01-15,2.782281029127282,1,215,121,107.74638356164384,12.91859338385226,0.7205479452054795,121.0,3.0,-0.3333333333333333,1,3
122,Listing 122,7019,Host 122,Eixample,Poble Sec,41.44866625932672,2.165640468608309,Entire home/apt,181,9,163,2026-02-10,4.282467013812868,5,360,122,179.17120547945206,20.985945707166632,0.6794520547945205,122.0,2.0,0.0,0,1
123,Listing 123,2757,Host 123,Ciutat Vella,Poble Sec,41.36424955429016,2.138200593306908,Private room,153,12,135,2025-12-01,4.1753297272751,1,323,123,152.51030136986301,17.649483109422953,0.684931506849315,123.0,6.0,0.5,1,0
124,Listing 124,8574,Host 124,Sants-Montjuïc,Barri Gòtic,41.399888815345136,2.2261307369138885,Entire home/apt,244,5,57,2026-03-15,4.636775902931486,1,14,124,243.84706849315066,27.37795886780593,0.6712328767123288,124.0,2.0,0.0,0,4
125,Listing 125,7374,Host 125,Sants-Montjuïc,El Raval,41.41181557343182,2.1057639523443488,Entire home/apt,462,6,100,2025-07-15,1.8294290477844024,2,216,125,464.7209589041096,52.893754003091075,0.6657534246575343,125.0,4.0,0.75,0,4
126,Listing 126,7892,Host 126,Ciutat Vella,Sants,41.420246497054414,2.2352642988203137,Entire home/apt,206,8,111,2000-01-01,1.5902478627545935,4,34,126,206.74961643835616,23.972489185826408,0.6493150684931507,126.0,4.0,0.5,0,0
127,Listing 127,2678,Host 127,Horta-Guinardó,La Barceloneta,41.4059648683487,2.16922161969371,Entire home/apt,147,11,172,2025-07-20,3.747130029904043,6,182,127,146.77827397260273,16.35484204376127,0.6958904109589041,127.0,5.0,-0.6,0,3
128,Listing 128,4242,Host 128,Ciutat Vella,Sant Pere,41.35097708474192,2.195580221521242,Entire home/apt,275,1,61,2026-03-06,2.155562025485025,8,269,128,275.48638356164383,31.258764829143278,0.7123287671232876,128.0,4.0,0.75,0,0
129,Listing 129,5636,Host 129,Eixample,La Barceloneta,41.3826461308244,2.198903088330868,Entire home/apt,461,2,38,2025-12-22,0.437743320138903,3,357,129,459.874904109589,53.665312080186915,0.6876712328767123,129.0,5.0,0.2,0,1
130,Listing 130,2059,Host 130,Ciutat Vella,El Raval,41.40177116433847,2.2342676611059806,Entire home/apt,254,9,57,2000-01-01,1.4140056533524987,1,99,130,254.85991780821917,29.373883064925316,0.6575342465753424,130.0,7.0,0.42857142857142855,0,0
131,Listing 131,7668,Host 131,Sants-Montjuïc,Poble Sec,41.358786649914485,2.195500452325081,Shared room,128,3,98,2026-01-03,2.092911427657445,3,6,131,127.97687671232876,14.890312308942192,0.6931506849315069,131.0,3.0,-0.3333333333333333,2,4
132,Listing 132,4157,Host 132,Ciutat Vella,La Barceloneta,41.38506269312092,2.192090037714009,Entire home/apt,173,6,191,2026-03-23,1.46258212738126,3,29,132,172.07567123287672,20.073433783178682,0.7287671232876712,132.0,4.0,0.0,0,0
133,Listing 133,6915,Host 133,Horta-Guinardó,Barri Gòtic,41.35332031087914,2.109997806084104,Entire home/apt,477,5,43,2000-01-01,1.661027854736608,5,304,133,477.3206575342466,55.244121198902135,0.7068493150684931,133.0,4.0,0.5,0,3
134,Listing 134,3693,Host 134,Gràcia,El Raval,41.3578578497155,2.1777612032917806,Entire home/apt,267,11,28,2000-01-01,1.4688795308719538,4,143,134,267.7550410958904,30.16075687523058,0.736986301369863,134.0,3.0,-0.3333333333333333,0,2
135,Listing 135,4627,Host 135,Ciutat Vella,Poble Sec,41.38969232762016,2.1225253501225563,Private room,53,2,58,2025-09-02,0.2074958359153972,4,110,135,52.842109589041094,6.296189078405616,0.6767123287671233,135.0,5.0,0.4,1,0
136,Listing 136,6450,Host 136,Horta-Guinardó,Sant Pere,41.36327157540431,2.210615065308223,Entire home/apt,139,7,70,2025-05-01,3.1854735041222124,9,231,136,137.74328767123288,16.52118006711008,0.7068493150684931,,0.0,0.0,0,3
137,Listing 137,2663,Host 137,Horta-Guinardó,Poble Sec,41.40675408482616,2.176833288121901,Entire home/apt,153,4,91,2025-07-12,2.9864621017673465,7,178,137,152.25753424657535,17.588153682160982,0.7095890410958904,137.0,3.0,0.6666666666666666,0,3
138,Listing 138,6592,Host 138,Sants-Montjuïc,Barri Gòtic,41.418946496913726,2.202034166881253,Entire home/apt,442,1,8,2025-08-16,3.266917492393403,4,71,138,445.24504109589043,51.932713448903165,0.6767123287671233,138.0,2.0,1.0,0,4
139,Listing 139,8392,Host 139,Horta-Guinardó,El Raval,41.43005866991091,2.1062509350903578,Entire home/apt,168,13,126,2000-01-01,0.9615494801681372,3,209,139,169.14904109589042,19.725531996362356,0.7150684931506849,139.0,2.0,2.0,0,3
140,Listing 140,2306,Host 140,Horta-Guinardó,Sant Pere,41.37001502442448,2.1127188024068704,Entire home/apt,182,4,133,2026-03-24,1.4782727080624265,6,219,140,180.45654794520547,22.04470676358245,0.7150684931506849,140.0,6.0,0.16666666666666666,0,3
141,Listing 141,7776,Host 141,Horta-Guinardó,Barri Gòtic,41.36674825822591,2.2074485082094024,Entire home/apt,361,6,156,2025-07-19,3.098079634724612,3,79,141,362.44482191780816,40.075307609323936,0.6904109589041096,141.0,3.0,-0.3333333333333333,0,3
142,Listing 142,6864,Host 142,Horta-Guinardó,Poble Sec,41.36045678403344,2.1108126503998013,Entire home/apt,145,7,185,2000-01-01,2.998137842299607,6,82,142,144.33241095890412,16.558123689155543,0.6520547945205479,,0.0,0.0,0,3
143,Listing 143,8526,Host 143,Eixample,Barri Gòtic,41.41364302495437,2.1106885091647887,Entire home/apt,483,7,144,2026-03-28,2.531651546771339,9,41,143,482.23742465753423,55.24039838948042,0.7041095890410959,143.0,5.0,1.2,0,1
144,Listing 144,9901,Host 144,Eixample,El Raval,41.42064757264869,2.1018162712852333,Entire home/apt,380,7,143,2025-08-08,1.7520662500509872,6,272,144,381.2252054794521,42.78208417871546,0.6821917808219178,144.0,6.0,1.0,0,1
145,Listing 145,6575,Host 145,Sants-Montjuïc,Sants,41.35315861448257,2.243475209744922,Private room,192,3,130,2025-07-25,4.564655023873449,4,190,145,191.79320547945207,22.25038984407142,0.6986301369863014,145.0,7.0,0.7142857142857143,1,4
146,Listing 146,6530,Host 146,Ciutat Vella,Barri Gòtic,41.44362122462437,2.2106262539188517,Entire home/apt,337,6,20,2000-01-01,1.698851211494219,5,172,146,340.8327397260274,39.29222903836011,0.7123287671232876,146.0,6.0,1.0,0,0
147,Listing 147,5413,Host 147,Horta-Guinardó,Barri Gòtic,41.35519712836515,2.1529877112753097,Entire home/apt,77,13,63,2026-03-12,2.278095782186258,6,6,147,77.32071232876713,8.749207156355375,0.726027397260274,147.0,2.0,0.0,0,3
148,Listing 148,4748,Host 148,Ciutat Vella,Poble Sec,41.40412963353011,2.144480337193148,Entire home/apt,327,8,89,2026-03-18,3.390569154771044,3,154,148,323.60865753424656,37.11860268047649,0.736986301369863,148.0,3.0,-0.3333333333333333,0,0
149,Listing 149,1663,Host 149,Ciutat Vella,Poble Sec,41.420906051945096,2.152455484461877,Shared room,282,4,35,2025-05-12,2.7151071543338205,8,9,149,282.6576438356164,32.034127696729655,0.673972602739726,149.0,5.0,0.2,2,0
150,Listing 150,2998,Host 150,Sants-Montjuïc,Sant Pere,41.43709691237461,2.216198029677177,Entire home/apt,66,13,61,2025-09-28,1.734429881821928,4,33,150,66.22550684931507,7.468890540768459,0.684931506849315,150.0,3.0,1.0,0,4
151,Listing 151,8994,Host 151,Horta-Guinardó,Poble Sec,41.421408693213245,2.1992055916605624,Entire home/apt,108,8,169,2000-01-01,2.1782239522825493,8,35,151,108.61769863013699,12.267224632477062,0.6712328767123288,151.0,4.0,0.0,0,3
152,Listing 152,2495,Host 152,Horta-Guinardó,La Barceloneta,41.430172808306985,2.1277793351801204,Private room,139,2,75,2025-12-17,3.9724040892675294,3,5,152,139.22476712328768,15.3825283815732,0.663013698630137,152.0,3.0,1.3333333333333333,1,3
153,Listing 153,4304,Host 153,Gràcia,El Raval,41.38394501925429,2.1261164003001127,Entire home/apt,248,10,169,2026-04-02,1.390645777433062,7,214,153,249.1855616438356,27.947811273374366,0.6876712328767123,153.0,2.0,1.5,0,2
154,Listing 154,4763,Host 154,Ciutat Vella,El Raval,41.431482511374654,2.1147593474570097,Entire home/apt,411,9,188,2025-09-20,0.7112761988840771,9,133,154,417.73180821917805,48.43585894083788,0.6821917808219178,154.0,8.0,1.125,0,0
155,Listing 155,6232,Host 155,Ciutat Vella,Sants,41.35801148463847,2.1990454079552006,Entire home/apt,490,9,12,2025-07-07,1.5658160091488855,4,284,155,490.64712328767126,56.3566152858918,0.7013698630136986,155.0,5.0,1.0,0,0
156,Listing 156,2853,Host 156,Eixample,Sants,41.43948166560605,2.2146558993332603,Private room,75,8,10,2025-12-10,4.247671077439507,8,125,156,74.45893150684931,8.803663898117083,0.6821917808219178,156.0,4.0,0.75,1,1
157,Listing 157,7585,Host 157,Gràcia,El Raval,41.40475923761537,2.139756964248751,Entire home/apt,74,10,53,2025-11-13,0.4449485742817333,3,336,157,73.738,8.644983529179232,0.7123287671232876,157.0,3.0,1.3333333333333333,0,2
158,Listing 158,2291,Host 158,Eixample,Sants,41.43172977699625,2.103141744154637,Private room,443,13,15,2025-10-02,4.95848036686226,7,173,158,446.21487671232876,50.797707769286994,0.7315068493150685,158.0,3.0,1.0,1,1
159,Listing 159,4581,Host 159,Eixample,Sant Pere,41.39523182845184,2.1123257501214643,Shared room,350,10,7,2000-01-01,2.705014494638313,3,151,159,347.8184109589041,40.18271800897607,0.7342465753424657,159.0,5.0,1.2,2,1
160,Listing 160,8554,Host 160,Eixample,Poble Sec,41.41435776951965,2.2451790052267544,Entire home/apt,388,1,103,2025-08-31,4.92422871983547,7,330,160,386.14249315068497,46.05362642267392,0.6547945205479452,,0.0,0.0,0,1
161,Listing 161,8280,Host 161,Sants-Montjuïc,El Raval,41.40264026609361,2.144316716621613,Entire home/apt,316,2,58,2026-03-16,4.694982110429888,6,25,161,313.9123835616438,36.6398785863096,0.6712328767123288,161.0,5.0,0.0,0,4
162,Listing 162,2636,Host 162,Sants-Montjuïc,Sants,41.423158952175534,2.21538347217572,Entire home/apt,230,6,56,2000-01-01,2.264068571054584,2,114,162,227.20816438356164,26.8972765212134,0.6602739726027397,162.0,5.0,0.6,0,4
163,Listing 163,4696,Host 163,Eixample,El Raval,41.35816299820306,2.19369953532814,Entire home/apt,409,10,39,2025-07-08,0.9924553730267456,3,283,163,410.21769863013697,46.71021013603859,0.6958904109589041,163.0,2.0,-1.0,0,1
164,Listing 164,1698,Host 164,Gràcia,La Barceloneta,41.35603520839906,2.1572909459479344,Entire home/apt,117,5,186,2026-03-16,0.8244238828256922,6,74,164,115.96695890410959,13.468463849807865,0.7095890410958904,164.0,6.0,1.1666666666666667,0,2
165,Listing 165,5737,Host 165,Ciutat Vella,Barri Gòtic,41.37471032340102,2.1308530893293334,Shared room,400,12,129,2025-08-06,1.1999468193497875,4,165,165,399.9803835616438,46.98329431731476,0.7068493150684931,165.0,2.0,0.5,2,0
166,Listing 166,1854,Host 166,Gràcia,Poble Sec,41.36595446801132,2.118207962723911,Private room,461,9,93,2025-10-26,3.5506632028226863,6,188,166,462.829397260274,52.589908907189375,0.7287671232876712,166.0,8.0,0.75,1,2
167,Listing 167,9164,Host 167,Horta-Guinardó,El Raval,41.43717835665922,2.19225194520583,Private room,370,5,137,2025-12-18,1.364749973657439,1,77,167,367.19468493150686,41.6149559735851,0.6958904109589041,167.0,5.0,0.2,1,3
168,Listing 168,6855,Host 168,Sants-Montjuïc,Barri Gòtic,41.37192139873581,2.216195067095668,Entire home/apt,98,2,43,2026-02-01,1.7071263480214915,1,89,168,98.34608219178082,11.24678179824797,0.7041095890410959,168.0,3.0,1.6666666666666667,0,4
169,Listing 169,8392,Host 169,Ciutat Vella,Sants,41.44758652558192,2.196585638031169,Private room,224,10,138,2025-07-18,2.243894019973074,3,175,169,224.4818904109589,26.311456744770208,0.7095890410958904,169.0,5.0,0.0,1,0
170,Listing 170,7528,Host 170,Ciutat Vella,Barri Gòtic,41.38368957917712,2.179545319987374,Shared room,101,4,79,2025-06-13,4.566163402107282,8,20,170,100.30561643835617,11.576343036306175,0.7205479452054795,170.0,6.0,0.3333333333333333,2,0
171,Listing 171,6249,Host 171,Horta-Guinardó,Poble Sec,41.36821179156888,2.106292683514745,Private room,151,9,80,2025-05-23,0.9469670894242304,8,53,171,151.82641095890412,17.24516339252964,0.726027397260274,171.0,5.0,0.2,1,3
172,Listing 172,6172,Host 172,Horta-Guinardó,El Raval,41.42896985071425,2.2452733166391576,Entire home/apt,265,1,1,2025-05-16,0.0251327630490155,4,183,172,265.99613698630134,29.652022393323364,0.7068493150684931,172.0,4.0,0.5,0,3
173,Listing 173,2707,Host 173,Eixample,La Barceloneta,41.41587077755009,2.219807128748186,Private room,487,11,177,2025-11-20,0.3004820518908507,6,358,173,482.9801917808219,55.55670020439014,0.7178082191780822,173.0,1.0,1.0,1,1
174,Listing 174,6791,Host 174,Sants-Montjuïc,Sants,41.39981957164532,2.1439233055051448,Entire home/apt,237,1,139,2026-02-28,4.523831708400589,8,221,174,239.47320547945205,27.856372450935623,0.7068493150684931,174.0,3.0,1.0,0,4
175,Listing 175,6535,Host 175,Sants-Montjuïc,El Raval,41.405536355093766,2.2469955494038274,Entire home/apt,106,12,114,2026-02-13,3.237582324216816,7,314,175,107.30131506849315,12.553891779655196,0.684931506849315,175.0,1.0,-1.0,0,4
176,Listing 176,5931,Host 176,Gràcia,Poble Sec,41.42192017782723,2.190282238445449,Entire home/apt,96,7,89,2026-02-27,1.3652030966390338,7,327,176,96.24161643835617,11.003383688653646,0.6904109589041096,176.0,7.0,0.8571428571428571,0,2
177,Listing 177,4510,Host 177,Eixample,Sants,41.37284547413313,2.187363398731087,Private room,208,11,22,2026-02-02,0.8859625050559555,4,178,177,208.49920547945206,25.275380654386698,0.7041095890410959,177.0,5.0,1.0,1,1
178,Listing 178,1202,Host 178,Eixample,Sant Pere,41.44963339160568,2.21221097691443,Private room,223,3,145,2025-06-17,1.4713336831855717,9,275,178,225.87534246575342,25.81265361193107,0.6986301369863014,178.0,4.0,0.5,1,1
179,Listing 179,5218,Host 179,Eixample,Barri Gòtic,41.44747931621468,2.221765468213521,Entire home/apt,291,10,61,2025-10-29,0.5739846362564005,6,111,179,293.92131506849313,33.56290203961493,0.6821917808219178,179.0,5.0,0.0,0,1
180,Listing 180,9958,Host 180,Eixample,Poble Sec,41.41503256863469,2.1984717910997253,Entire home/apt,331,2,112,2025-06-02,4.707664551422205,3,223,180,332.4790684931507,38.654587102632036,0.6904109589041096,180.0,5.0,0.8,0,1
181,Listing 181,5389,Host 181,Sants-Montjuïc,Sant Pere,41.36995424509291,2.11921436195493,Entire home/apt,290,9,127,2025-08-07,3.9210308718263343,5,213,181,290.1983287671233,33.49006096125116,0.7150684931506849,181.0,9.0,0.5555555555555556,0,4
182,Listing 182,3327,Host 182,Sants-Montjuïc,El Raval,41.41802282424313,2.150740125899175,Entire home/apt,419,3,61,2026-03-27,2.311955884562704,5,58,182,417.10293150684936,48.61396777764549,0.7178082191780822,182.0,6.0,0.5,0,4
183,Listing 183,9004,Host 183,Eixample,La Barceloneta,41.35721984089792,2.239212546048908,Entire home/apt,54,2,37,2000-01-01,4.3248130255760096,5,326,183,54.455506849315064,6.3827328087413004,0.7013698630136986,183.0,2.0,1.5,0,1
184,Listing 184,3931,Host 184,Gràcia,Sants,41.35306525022058,2.133692341776578,Entire home/apt,133,12,194,2025-12-02,1.2472910214661614,8,108,184,132.21739726027397,15.256689563889447,0.7232876712328767,184.0,3.0,1.0,0,2
185,Listing 185,8777,Host 185,Ciutat Vella,Barri Gòtic,41.37576828885112,2.155825053575627,Private room,357,8,165,2000-01-01,3.5856028423609674,9,156,185,356.2735068493151,40.51042272312997,0.6821917808219178,185.0,5.0,-0.2,1,0
186,Listing 186,1197,Host 186,Ciutat Vella,Sants,41.396262295673935,2.1648115324416293,Entire home/apt,410,10,194,2026-02-15,4.280662495068717,9,190,186,404.98649315068496,47.37816596487981,0.6602739726027397,186.0,5.0,0.2,0,0
187,Listing 187,8125,Host 187,Gràcia,El Raval,41.43682725054085,2.165910748454168,Entire home/apt,297,6,60,2025-12-09,1.783843558116363,6,199,187,299.48684931506847,34.537116444466825,0.7041095890410959,187.0,4.0,1.0,0,2
188,Listing 188,2930,Host 188,Eixample,Sants,41.42271690697663,2.191940937374179,Entire home/apt,103,6,128,2000-01-01,3.787322227253589,6,311,188,103.02591780821918,11.856442332059219,0.7205479452054795,188.0,7.0,0.8571428571428571,0,1
189,Listing 189,7287,Host 189,Sants-Montjuïc,Barri Gòtic,41.42427065212,2.2414613756617063,Shared room,210,10,172,2025-04-26,1.4753617463215467,9,195,189,210.89720547945205,24.76384793800579,0.6931506849315069,189.0,6.0,0.0,2,4
190,Listing 190,9800,Host 190,Ciutat Vella,El Raval,41.39254933344481,2.136103906774876,Private room,483,11,155,2026-04-18,1.494285676295154,4,34,190,480.9601917808219,55.47070620553828,0.6712328767123288,190.0,1.0,1.0,1,0
191,Listing 191,5282,Host 191,Horta-Guinardó,Sants,41.3845934992547,2.1182252064451377,Private room,471,7,148,2000-01-01,0.5352858927709303,6,245,191,474.1200273972603,55.92281642565287,0.6821917808219178,191.0,3.0,1.0,1,3
192,Listing 192,3511,Host 192,Horta-Guinardó,La Barceloneta,41.38710387629846,2.1296205734789906,Entire home/apt,460,7,121,2025-05-04,2.200290232546993,4,236,192,454.6615068493151,54.13272325099967,0.6876712328767123,192.0,2.0,0.0,0,3
193,Listing 193,1659,Host 193,Gràcia,Poble Sec,41.44876495637361,2.2330387350313905,Entire home/apt,275,11,109,2025-07-17,3.648559532487111,1,103,193,273.2941917808219,32.800100629978935,0.726027397260274,193.0,4.0,0.75,0,2
194,Listing 194,3811,Host 194,Eixample,El Raval,41.35401091914125,2.196871621898281,Entire home/apt,64,13,12,2000-01-01,4.701104027856425,7,6,194,63.949643835616435,7.522869209054136,0.6876712328767123,194.0,3.0,1.0,0,1
195,Listing 195,8098,Host 195,Ciutat Vella,Poble Sec,41.43670314961225,2.142886018385874,Private room,273,6,154,2025-07-14,3.0189849596454805,6,282,195,273.1886849315068,32.27599807229123,0.6931506849315069,195.0,1.0,1.0,1,0
196,Listing 196,7546,Host 196,Eixample,El Raval,41.40786754085724,2.2223920408452926,Shared room,110,4,99,2000-01-01,4.315677688678695,9,0,196,110.44131506849315,12.718324494058699,0.7013698630136986,196.0,5.0,0.8,2,1
197,Listing 197,2986,Host 197,Ciutat Vella,La Barceloneta,41.39386154191896,2.2292054994545154,Private room,171,11,134,2000-01-01,4.112473246451136,7,218,197,171.12205479452055,19.71257014864173,0.6794520547945205,197.0,3.0,-0.3333333333333333,1,0
198,Listing 198,9338,Host 198,Gràcia,Poble Sec,41.42252576604152,2.226977150803542,Private room,326,9,21,2026-04-02,0.8667152648764043,7,229,198,324.19594520547946,38.04742301127878,0.7041095890410959,198.0,5.0,-0.2,1,2
199,Listing 199,3911,Host 199,Gràcia,Sant Pere,41.39866689414247,2.2378389800459333,Private room,95,6,73,2026-01-05,2.429087144563157,2,171,199,95.62249315068493,11.439525492449324,0.7123287671232876,199.0,5.0,0.8,1,2
200,Listing 200,2734,Host 200,Horta-Guinardó,Barri Gòtic,41.43734232380817,2.1378361530260044,Entire home/apt,439,4,180,2025-05-16,0.5846176776269574,9,86,200,440.6898904109589,48.8516513042578,0.6767123287671233,200.0,7.0,0.8571428571428571,0,3
201,Listing 201,2843,Host 201,Eixample,Sant Pere,41.44007018640113,2.213256289311942,Shared room,343,12,131,2000-01-01,3.4107658078081746,9,40,201,342.31758904109586,39.13293936854038,0.7123287671232876,201.0,2.0,1.5,2,1
202,Listing 202,9680,Host 202,Horta-Guinardó,Sants,41.39217209268735,2.169080924591121,Entire home/apt,111,3,22,2025-09-26,4.74949834123038,6,122,202,110.9696712328767,12.38090622299532,0.6986301369863014,,0.0,0.0,0,3
203,Listing 203,3976,Host 203,Eixample,La Barceloneta,41.37768277972351,2.226299782933509,Entire home/apt,135,4,118,2026-02-02,0.6854472903937825,3,330,203,134.8758904109589,14.937264691752421,0.7123287671232876,203.0,4.0,0.75,0,1
204,Listing 204,2959,Host 204,Horta-Guinardó,Sant Pere,41.409235032859335,2.209273601574242,Entire home/apt,495,3,69,2025-12-22,3.6694156540127065,1,297,204,492.9256164383562,56.09242324073111,0.6876712328767123,204.0,8.0,0.625,0,3
205,Listing 205,6759,Host 205,Sants-Montjuïc,El Raval,41.44123633456167,2.216467116974959,Entire home/apt,259,2,83,2026-01-22,3.1611907543393047,4,177,205,257.9697808219178,30.247026953277057,0.7589041095890411,205.0,4.0,0.0,0,4
206,Listing 206,7694,Host 206,Sants-Montjuïc,Sants,41.371066218900566,2.198424275652161,Entire home/apt,127,5,100,2026-04-10,2.9180251850404986,3,62,206,126.59013698630137,14.759898549819487,0.7342465753424657,206.0,2.0,1.0,0,4
207,Listing 207,3385,Host 207,Sants-Montjuïc,Sants,41.412296658356354,2.126614315420456,Entire home/apt,251,2,83,2000-01-01,1.950601173441696,1,164,207,252.25216438356162,29.47870878110973,0.6986301369863014,207.0,4.0,1.25,0,4
208,Listing 208,5736,Host 208,Sants-Montjuïc,Sant Pere,41.41315602200925,2.1817540378345406,Entire home/apt,351,6,160,2025-09-24,1.7756582387690627,3,186,208,353.6330410958904,40.744323481266804,0.673972602739726,208.0,4.0,0.5,0,4
209,Listing 209,2802,Host 209,Ciutat Vella,Sant Pere,41.42331130224153,2.247700460928676,Entire home/apt,446,3,27,2025-12-16,0.2262459450944393,4,208,209,443.2933424657534,53.196962580660745,0.6575342465753424,209.0,4.0,-0.25,0,0
210,Listing 210,9155,Host 210,Sants-Montjuïc,La Barceloneta,41.36315676851273,2.240608209974568,Entire home/apt,272,6,135,2025-04-28,1.0895435412600674,8,226,210,274.28213698630134,31.60724452415546,0.6602739726027397,210.0,4.0,0.25,0,4
211,Listing 211,9120,Host 211,Gràcia,Barri Gòtic,41.42158249646821,2.106476060369552,Entire home/apt,271,11,0,2000-01-01,0.0758844114341344,9,47,211,268.0104109589041,32.28844356759027,0.7123287671232876,211.0,7.0,0.2857142857142857,0,2
212,Listing 212,7616,Host 212,Gràcia,Sant Pere,41.44090325206657,2.1247222223594155,Entire home/apt,52,10,164,2025-08-25,2.9070855279101027,3,223,212,52.57410958904109,6.214532780528633,0.6657534246575343,212.0,4.0,1.5,0,2
213,Listing 213,6534,Host 213,Ciutat Vella,Sant Pere,41.36796831088703,2.119759316018184,Entire home/apt,55,9,62,2025-08-30,0.5292661793895442,6,2,213,54.805369863013695,6.204381311539401,0.673972602739726,213.0,3.0,1.0,0,0
214,Listing 214,5061,Host 214,Sants-Montjuïc,Poble Sec,41.37375433249239,2.2088969864977943,Private room,142,1,21,2025-12-27,4.3650969701485804,5,174,214,142.07304109589043,16.95804638379375,0.6794520547945205,214.0,5.0,1.0,1,4
215,Listing 215,1262,Host 215,Sants-Montjuïc,El Raval,41.44713950940417,2.222667799478542,Private room,57,6,69,2025-05-20,2.615715103485826,6,98,215,57.06906849315068,6.717671194154142,0.6821917808219178,215.0,6.0,0.3333333333333333,1,4
216,Listing 216,7287,Host 216,Sants-Montjuïc,Poble Sec,41.36809769527095,2.132026704946601,Private room,477,9,124,2000-01-01,3.4984495452935422,4,115,216,473.031698630137,56.85452455119026,0.6821917808219178,216.0,9.0,0.7777777777777778,1,4
217,Listing 217,9815,Host 217,Horta-Guinardó,Poble Sec,41.43543850933696,2.1758779039427742,Private room,284,11,148,2026-03-18,2.0542854592024824,6,269,217,283.6823835616438,32.41126817123733,0.6904109589041096,217.0,4.0,0.5,1,3
218,Listing 218,3049,Host 218,Eixample,Sants,41.3992277856448,2.22610545420168,Entire home/apt,157,4,95,2025-12-01,2.802899045005243,7,252,218,157.7485205479452,17.775449176029387,0.6931506849315069,218.0,6.0,0.8333333333333334,0,1
219,Listing 219,6423,Host 219,Horta-Guinardó,Barri Gòtic,41.37472310744032,2.209920231714938,Private room,210,11,162,2025-08-05,4.713295884833152,9,316,219,207.9250410958904,23.587161431754495,0.7178082191780822,219.0,3.0,1.0,1,3
220,Listing 220,5548,Host 220,Eixample,El Raval,41.43707499012725,2.1813355808237773,Entire home/apt,258,12,78,2025-07-22,0.4136701981183538,7,94,220,258.7157808219178,30.264880515032473,0.6904109589041096,220.0,6.0,1.1666666666666667,0,1
221,Listing 221,4108,Host 221,Sants-Montjuïc,La Barceloneta,41.394530525500265,2.188552153568816,Entire home/apt,289,2,4,2026-04-08,1.2696888596184808,6,272,221,287.53106849315066,32.09754520085798,0.7013698630136986,221.0,4.0,1.25,0,4
222,Listing 222,8158,Host 222,Sants-Montjuïc,La Barceloneta,41.40148173539297,2.176254082037442,Private room,380,13,59,2000-01-01,3.8999416345527216,1,23,222,383.5395616438356,43.0384517295853,0.6794520547945205,222.0,1.0,1.0,1,4
223,Listing 223,8400,Host 223,Horta-Guinardó,Sant Pere,41.38592333693998,2.144632267697823,Entire home/apt,382,4,119,2026-01-21,0.4936860344133292,2,115,223,383.03052054794523,44.83748505978594,0.6876712328767123,223.0,3.0,0.3333333333333333,0,3
